"V1"	"V2"	"V3"	"V4"
"345"	"patient.follow_ups.follow_up.2.performance_status_scale_timing"	"0.805097451274363"	"adjuvant therapy ,NA ,other ,post-adjuvant therapy ,pre-operative ,"
"346"	"patient.follow_ups.follow_up.2.person_neoplasm_cancer_status"	"0.544227886056971"	"NA ,tumor free ,with tumor ,"
"347"	"patient.follow_ups.follow_up.2.primary_therapy_outcome_success"	"0.714142928535732"	"complete remission/response ,NA ,partial remission/response ,progressive disease ,stable disease ,"
"348"	"patient.follow_ups.follow_up.2.progression_determined_by_list.progression_determined_by"	"1"	"biopsy with histologic confirmation ,convincing imaging ,NA ,"
"349"	"patient.follow_ups.follow_up.2.progression_determined_by_list.progression_determined_by.2"	"1"	"convincing imaging ,NA ,"
"350"	"patient.follow_ups.follow_up.2.radiation_therapy"	"0.334832583708146"	"NA ,no ,yes ,"
"351"	"patient.follow_ups.follow_up.2.targeted_molecular_therapy"	"0.506746626686657"	"NA ,no ,yes ,"
"352"	"patient.follow_ups.follow_up.2.vital_status"	"0.638180909545227"	"alive ,dead ,NA ,"
"353"	"patient.follow_ups.follow_up.2.year_of_form_completion"	"0.929535232383808"	"2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,NA ,"
"354"	"patient.follow_ups.follow_up.3.additional_pharmaceutical_therapy"	"1"	"NA ,no ,yes ,"
"355"	"patient.follow_ups.follow_up.3.additional_radiation_therapy"	"1"	"NA ,no ,yes ,"
"356"	"patient.follow_ups.follow_up.3.additional_surgery_locoregional_procedure"	"1"	"NA ,no ,"
"357"	"patient.follow_ups.follow_up.3.additional_surgery_metastatic_procedure"	"1"	"NA ,no ,"
"358"	"patient.follow_ups.follow_up.3.bcr_followup_barcode"	"1"	"NA ,tcga-34-2609-f4225 ,tcga-43-2576-f39331 ,tcga-la-a7sw-f67137 ,tcga-nc-a5hp-f42362 ,"
"359"	"patient.follow_ups.follow_up.3.bcr_followup_uuid"	"1"	"18becbb0-0455-43d2-869a-a28543efbf3f ,984b7a53-cd8d-4c01-95f7-ea7b5d642eb8 ,99741296-0567-4954-b2b5-ef3acb254d4d ,e78c209e-e280-41f6-bdf3-5c23c7463a09 ,NA ,"
"360"	"patient.follow_ups.follow_up.3.day_of_form_completion"	"1"	"17 ,31 ,4 ,NA ,"
"363"	"patient.follow_ups.follow_up.3.days_to_death"	"1"	"408 ,951 ,NA ,"
"364"	"patient.follow_ups.follow_up.3.days_to_last_followup"	"1"	"1223 ,730 ,951 ,NA ,"
"365"	"patient.follow_ups.follow_up.3.days_to_new_tumor_event_after_initial_treatment"	"1"	"237 ,632 ,898 ,NA ,"
"367"	"patient.follow_ups.follow_up.3.followup_case_report_form_submission_reason"	"1"	"additional new tumor event ,NA ,scheduled follow-up submission ,"
"368"	"patient.follow_ups.follow_up.3.followup_treatment_success"	"1"	"complete remission/response ,NA ,progressive disease ,"
"370"	"patient.follow_ups.follow_up.3.lost_follow_up"	"1"	"NA ,no ,"
"371"	"patient.follow_ups.follow_up.3.month_of_form_completion"	"1"	"1 ,10 ,11 ,4 ,NA ,"
"372"	"patient.follow_ups.follow_up.3.new_neoplasm_event_types.new_neoplasm_event_type"	"1"	"distant metastasis ,NA ,"
"373"	"patient.follow_ups.follow_up.3.new_tumor_event_after_initial_treatment"	"1"	"NA ,no ,yes ,"
"375"	"patient.follow_ups.follow_up.3.person_neoplasm_cancer_status"	"1"	"NA ,tumor free ,with tumor ,"
"376"	"patient.follow_ups.follow_up.3.primary_therapy_outcome_success"	"1"	"complete remission/response ,NA ,progressive disease ,"
"377"	"patient.follow_ups.follow_up.3.progression_determined_by_list.progression_determined_by"	"1"	"convincing imaging ,NA ,"
"378"	"patient.follow_ups.follow_up.3.radiation_therapy"	"1"	"NA ,no ,yes ,"
"379"	"patient.follow_ups.follow_up.3.targeted_molecular_therapy"	"1"	"NA ,yes ,"
"380"	"patient.follow_ups.follow_up.3.vital_status"	"1"	"alive ,dead ,NA ,"
"381"	"patient.follow_ups.follow_up.3.year_of_form_completion"	"1"	"2010 ,2013 ,2014 ,NA ,"
"382"	"patient.follow_ups.follow_up.4.additional_pharmaceutical_therapy"	"1"	"NA ,no ,"
"383"	"patient.follow_ups.follow_up.4.additional_radiation_therapy"	"1"	"NA ,no ,"
"384"	"patient.follow_ups.follow_up.4.additional_surgery_locoregional_procedure"	"1"	"NA ,no ,"
"386"	"patient.follow_ups.follow_up.4.bcr_followup_barcode"	"1"	"NA ,tcga-la-a7sw-f67139 ,"
"387"	"patient.follow_ups.follow_up.4.bcr_followup_uuid"	"1"	"b9137785-c2f3-4344-881f-8f52eff6082a ,NA ,"
"388"	"patient.follow_ups.follow_up.4.day_of_form_completion"	"1"	"31 ,NA ,"
"391"	"patient.follow_ups.follow_up.4.days_to_death"	"1"	"408 ,NA ,"
"393"	"patient.follow_ups.follow_up.4.days_to_new_tumor_event_after_initial_treatment"	"1"	"311 ,NA ,"
"395"	"patient.follow_ups.follow_up.4.followup_case_report_form_submission_reason"	"1"	"additional new tumor event ,NA ,"
"396"	"patient.follow_ups.follow_up.4.followup_treatment_success"	"1"	"NA ,progressive disease ,"
"398"	"patient.follow_ups.follow_up.4.lost_follow_up"	"1"	"NA ,no ,"
"399"	"patient.follow_ups.follow_up.4.month_of_form_completion"	"1"	"10 ,NA ,"
"400"	"patient.follow_ups.follow_up.4.new_neoplasm_event_types.new_neoplasm_event_type"	"1"	"locoregional recurrence ,NA ,"
"401"	"patient.follow_ups.follow_up.4.new_tumor_event_after_initial_treatment"	"1"	"NA ,yes ,"
"405"	"patient.follow_ups.follow_up.4.progression_determined_by_list.progression_determined_by"	"1"	"convincing imaging ,NA ,"
"408"	"patient.follow_ups.follow_up.4.vital_status"	"1"	"dead ,NA ,"
"409"	"patient.follow_ups.follow_up.4.year_of_form_completion"	"1"	"2014 ,NA ,"
"410"	"patient.follow_ups.follow_up.additional_pharmaceutical_therapy"	"0.196901549225387"	"NA ,no ,yes ,"
"411"	"patient.follow_ups.follow_up.additional_radiation_therapy"	"0.693653173413293"	"NA ,no ,yes ,"
"412"	"patient.follow_ups.follow_up.additional_surgery_locoregional_procedure"	"0.31384307846077"	"NA ,no ,yes ,"
"413"	"patient.follow_ups.follow_up.additional_surgery_metastatic_procedure"	"0.548725637181409"	"NA ,no ,yes ,"
"422"	"patient.follow_ups.follow_up.eastern_cancer_oncology_group"	"0.64567716141929"	"0 ,1 ,2 ,3 ,4 ,NA ,"
"423"	"patient.follow_ups.follow_up.followup_case_report_form_submission_reason"	"0.895552223888056"	"additional new tumor event ,NA ,scheduled follow-up submission ,"
"424"	"patient.follow_ups.follow_up.followup_treatment_success"	"0.51624187906047"	"complete remission/response ,NA ,partial remission/response ,progressive disease ,stable disease ,"
"425"	"patient.follow_ups.follow_up.karnofsky_performance_score"	"0.795102448775612"	"0 ,10 ,100 ,20 ,50 ,60 ,70 ,80 ,90 ,NA ,"
"426"	"patient.follow_ups.follow_up.lost_follow_up"	"0.179910044977511"	"NA ,no ,yes ,"
"428"	"patient.follow_ups.follow_up.new_neoplasm_event_types.new_neoplasm_event_type"	"0.67416291854073"	"distant metastasis ,locoregional recurrence ,NA ,new primary tumor ,"
"429"	"patient.follow_ups.follow_up.new_neoplasm_event_types.new_neoplasm_event_type.2"	"1"	"distant metastasis ,NA ,new primary tumor ,"
"430"	"patient.follow_ups.follow_up.new_tumor_event_after_initial_treatment"	"0.269365317341329"	"NA ,no ,yes ,"
"431"	"patient.follow_ups.follow_up.performance_status_scale_timing"	"0.591704147926037"	"adjuvant therapy ,NA ,other ,post-adjuvant therapy ,pre-adjuvant therapy ,pre-operative ,"
"432"	"patient.follow_ups.follow_up.person_neoplasm_cancer_status"	"0.780609695152424"	"NA ,tumor free ,with tumor ,"
"433"	"patient.follow_ups.follow_up.primary_therapy_outcome_success"	"0.470764617691154"	"complete remission/response ,NA ,partial remission/response ,progressive disease ,stable disease ,"
"434"	"patient.follow_ups.follow_up.progression_determined_by_list.progression_determined_by"	"0.610694652673663"	"biopsy with histologic confirmation ,convincing imaging ,NA ,"
"435"	"patient.follow_ups.follow_up.progression_determined_by_list.progression_determined_by.2"	"1"	"convincing imaging ,NA ,"
"436"	"patient.follow_ups.follow_up.progression_determined_by_list.progression_determined_by.3"	"1"	"NA ,positive biomarker (s) ,"
"437"	"patient.follow_ups.follow_up.radiation_therapy"	"0.970014992503748"	"NA ,no ,yes ,"
"438"	"patient.follow_ups.follow_up.targeted_molecular_therapy"	"0.405297351324338"	"NA ,no ,yes ,"
"439"	"patient.follow_ups.follow_up.vital_status"	"0.472263868065967"	"alive ,dead ,NA ,"
"440"	"patient.follow_ups.follow_up.year_of_form_completion"	"0.403798100949525"	"2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,NA ,"
"441"	"patient.gender"	"0.37703555007351"	"female ,male ,"
"442"	"patient.histological_type"	"0.333833083458271"	"lung basaloid squamous cell carcinoma ,lung clear cell squamous cell carcinoma ,lung papillary squamous cell caricnoma ,lung small cell squamous cell carcinoma ,lung squamous cell carcinoma- not otherwise specified (nos) ,"
"443"	"patient.history_of_neoadjuvant_treatment"	"1"	"no ,yes ,yes, pharmaceutical treatment prior to resection ,"
"444"	"patient.icd_10"	"0.326336831584208"	"c34.0 ,c34.1 ,c34.11 ,c34.12 ,c34.2 ,c34.3 ,c34.31 ,c34.8 ,c34.9 ,NA ,"
"445"	"patient.icd_o_3_histology"	"0.355822088955522"	"8052/3 ,8070/3 ,8071/3 ,8072/3 ,8073/3 ,8083/3 ,8140/3 ,NA ,"
"446"	"patient.icd_o_3_site"	"0.24687656171914"	"c34.0 ,c34.1 ,c34.2 ,c34.3 ,c34.8 ,c34.9 ,NA ,"
"448"	"patient.karnofsky_performance_score"	"0.558220889555222"	"0 ,100 ,20 ,40 ,50 ,70 ,80 ,90 ,NA ,"
"449"	"patient.kras_gene_analysis_performed"	"0.439780109945027"	"NA ,no ,yes ,"
"450"	"patient.kras_mutation_found"	"1"	"NA ,no ,yes ,"
"451"	"patient.kras_mutation_result"	"1"	"NA ,other ,"
"452"	"patient.location_in_lung_parenchyma"	"0.27736131934033"	"central lung ,NA ,peripheral lung ,"
"454"	"patient.new_tumor_events.new_tumor_event.additional_pharmaceutical_therapy"	"0.87856071964018"	"NA ,no ,yes ,"
"455"	"patient.new_tumor_events.new_tumor_event.additional_radiation_therapy"	"1"	"NA ,no ,yes ,"
"457"	"patient.new_tumor_events.new_tumor_event.locoregional_procedure.additional_surgery_locoregional_procedure"	"0.679660169915043"	"NA ,no ,yes ,"
"458"	"patient.new_tumor_events.new_tumor_event.locoregional_procedure.days_to_additional_surgery_locoregional_procedure"	"1"	"168 ,NA ,"
"459"	"patient.new_tumor_events.new_tumor_event.metastatic_procedure.additional_surgery_metastatic_procedure"	"1"	"NA ,no ,yes ,"
"460"	"patient.new_tumor_events.new_tumor_event.metastatic_procedure.days_to_additional_surgery_metastatic_procedure"	"1"	"453 ,NA ,"
"461"	"patient.new_tumor_events.new_tumor_event.new_neoplasm_event_types.new_neoplasm_event_type"	"0.560219890054973"	"distant metastasis ,locoregional recurrence ,NA ,new primary tumor ,"
"462"	"patient.new_tumor_events.new_tumor_event.new_neoplasm_event_types.new_neoplasm_event_type.2"	"1"	"distant metastasis ,NA ,"
"463"	"patient.new_tumor_events.new_tumor_event.progression_determined_by_list.progression_determined_by"	"1"	"biopsy with histologic confirmation ,convincing imaging ,NA ,"
"464"	"patient.new_tumor_events.new_tumor_event.progression_determined_by_list.progression_determined_by.2"	"1"	"convincing imaging ,NA ,"
"465"	"patient.new_tumor_events.new_tumor_event_after_initial_treatment"	"0.641179410294853"	"NA ,no ,yes ,"
"468"	"patient.performance_status_scale_timing"	"0.891554222888556"	"NA ,other ,post-adjuvant therapy ,pre-adjuvant therapy ,pre-operative ,"
"469"	"patient.person_neoplasm_cancer_status"	"0.768615692153923"	"NA ,tumor free ,with tumor ,"
"474"	"patient.primary_therapy_outcome_success"	"0.314342828585707"	"complete remission/response ,NA ,progressive disease ,stable disease ,"
"475"	"patient.prior_dx"	"0.230384807596202"	"no ,yes ,yes, history of prior malignancy ,yes, history of synchronous and or bilateral malignancy ,"
"476"	"patient.pulmonary_function_test_performed"	"0.897551224387806"	"NA ,no ,yes ,"
"477"	"patient.race"	"0.193903048475762"	"asian ,black or african american ,NA ,white ,"
"478"	"patient.radiation_therapy"	"0.859070464767616"	"NA ,no ,yes ,"
"480"	"patient.radiations.radiation.2.anatomic_treatment_site"	"1"	"distant site ,NA ,"
"481"	"patient.radiations.radiation.2.bcr_radiation_barcode"	"1"	"NA ,tcga-21-5787-r11446 ,tcga-60-2704-r20240 ,tcga-77-6842-r16164 ,tcga-la-a7sw-r67132 ,tcga-o2-a52s-r43956 ,"
"482"	"patient.radiations.radiation.2.bcr_radiation_uuid"	"1"	"4f868ca9-377d-4fa6-9914-81820cc45c60 ,55fabc19-1c67-4df1-9b1a-47907ff5cdad ,5fcc62d8-a205-425f-951b-a35c313c08ac ,9444e04b-8bd2-4a3e-902b-e794da2609a7 ,fdefef0d-86d6-4fdd-b1d2-5d081889a64f ,NA ,"
"483"	"patient.radiations.radiation.2.course_number"	"1"	"02 ,2 ,NA ,"
"484"	"patient.radiations.radiation.2.day_of_form_completion"	"1"	"10 ,15 ,3 ,31 ,6 ,NA ,"
"485"	"patient.radiations.radiation.2.days_to_radiation_therapy_end"	"1"	"1077 ,125 ,272 ,350 ,405 ,NA ,"
"486"	"patient.radiations.radiation.2.days_to_radiation_therapy_start"	"1"	"1077 ,119 ,173 ,337 ,405 ,NA ,"
"487"	"patient.radiations.radiation.2.measure_of_response"	"1"	"NA ,radiographic progressive disease ,"
"488"	"patient.radiations.radiation.2.month_of_form_completion"	"1"	"1 ,10 ,5 ,6 ,9 ,NA ,"
"489"	"patient.radiations.radiation.2.numfractions"	"1"	"06 ,1 ,10 ,NA ,"
"490"	"patient.radiations.radiation.2.radiation_dosage"	"1"	"2400 ,30 ,3500 ,800 ,NA ,"
"491"	"patient.radiations.radiation.2.radiation_treatment_ongoing"	"1"	"NA ,no ,"
"492"	"patient.radiations.radiation.2.radiation_type"	"1"	"external ,external beam ,NA ,"
"494"	"patient.radiations.radiation.2.regimen_indication"	"1"	"NA ,palliative ,progression ,recurrence ,"
"496"	"patient.radiations.radiation.2.units"	"1"	"cgy ,gy ,NA ,"
"497"	"patient.radiations.radiation.2.year_of_form_completion"	"1"	"2011 ,2012 ,2013 ,2014 ,NA ,"
"498"	"patient.radiations.radiation.anatomic_treatment_site"	"0.586206896551724"	"distant recurrence ,distant site ,local recurrence ,NA ,primary tumor field ,regional site ,"
"501"	"patient.radiations.radiation.course_number"	"0.450274862568716"	"01 ,1 ,NA ,"
"505"	"patient.radiations.radiation.measure_of_response"	"0.691654172913543"	"complete response ,NA ,partial response ,radiographic progressive disease ,stable disease ,"
"509"	"patient.radiations.radiation.radiation_treatment_ongoing"	"1"	"NA ,no ,yes ,"
"510"	"patient.radiations.radiation.radiation_type"	"0.890054972513743"	"external ,external beam ,internal ,NA ,other: specify in notes ,"
"511"	"patient.radiations.radiation.radiation_type_notes"	"1"	"NA ,stereotactic radio sugery ,"
"512"	"patient.radiations.radiation.regimen_indication"	"0.374312843578211"	"adjuvant ,NA ,other: specify in notes ,palliative ,progression ,recurrence ,"
"513"	"patient.radiations.radiation.regimen_indication_notes"	"1"	"NA ,palliative for small cell carcinoma ,"
"514"	"patient.radiations.radiation.units"	"0.91704147926037"	"cgy ,gy ,NA ,"
"515"	"patient.radiations.radiation.year_of_form_completion"	"0.814092953523238"	"2010 ,2011 ,2012 ,2013 ,2014 ,NA ,"
"516"	"patient.residual_tumor"	"0.111444277861069"	"NA ,r0 ,r1 ,r2 ,rx ,"
"530"	"patient.stage_event.system_version"	"0.417291354322839"	"3rd ,4th ,5th ,6th ,7th ,NA ,"
"534"	"patient.stage_event.tnm_categories.pathologic_categories.pathologic_m"	"1"	"m0 ,m1 ,m1a ,m1b ,mx ,NA ,"
"535"	"patient.stage_event.tnm_categories.pathologic_categories.pathologic_n"	"0.901049475262369"	"n0 ,n1 ,n2 ,n3 ,nx ,"
"536"	"patient.stage_event.tnm_categories.pathologic_categories.pathologic_t"	"0.0309845077461269"	"t1 ,t1a ,t1b ,t2 ,t2a ,t2b ,t3 ,t4 ,"
"538"	"patient.targeted_molecular_therapy"	"0.871064467766117"	"NA ,no ,yes ,"
"539"	"patient.tissue_prospective_collection_indicator"	"1"	"NA ,no ,yes ,"
"540"	"patient.tissue_retrospective_collection_indicator"	"1"	"NA ,no ,yes ,"
"542"	"patient.tobacco_smoking_history"	"0.175912043978011"	"current reformed smoker for < or = 15 years ,current reformed smoker for > 15 years ,current reformed smoker, duration not specified ,current smoker ,lifelong non-smoker ,NA ,"
"544"	"patient.vital_status"	"0.6202752763344"	"alive ,dead ,"
"2704"	"SNP"	"3.52031194839109e-65"	"0 ,1 ,"
