"V1"	"V2"	"V3"	"V4"
"338"	"patient.drugs.drug.9.therapy_types.therapy_type_notes"	"1"	"NA ,velour 10262 study- aflibercept/placebo (4mg/kg) every 2 weeks with irinotecan/5fu combination (folfiri) ,"
"339"	"patient.drugs.drug.9.total_dose"	"1"	"1716 ,740 ,NA ,"
"340"	"patient.drugs.drug.9.total_dose_units"	"1"	"mg ,NA ,"
"341"	"patient.drugs.drug.9.tx_on_clinical_trial"	"1"	"NA ,no ,"
"342"	"patient.drugs.drug.9.year_of_form_completion"	"1"	"2010 ,2012 ,2013 ,NA ,"
"345"	"patient.drugs.drug.clinical_trail_drug_classification"	"1"	"n/a ,NA ,"
"350"	"patient.drugs.drug.measure_of_response"	"1"	"clinical progressive disease ,complete response ,NA ,partial response ,stable disease ,"
"351"	"patient.drugs.drug.month_of_form_completion"	"1"	"11 ,12 ,2 ,4 ,5 ,6 ,7 ,8 ,9 ,NA ,"
"352"	"patient.drugs.drug.number_cycles"	"1"	"10 ,11 ,12 ,2 ,3 ,7 ,8 ,9 ,NA ,"
"354"	"patient.drugs.drug.prescribed_dose_units"	"1"	"mg ,mg/m2 ,NA ,"
"355"	"patient.drugs.drug.regimen_indication"	"0.0494752623688156"	"adjuvant ,NA ,palliative ,progression ,recurrence ,"
"357"	"patient.drugs.drug.regimen_number"	"0.146426786606697"	"1 ,2 ,NA ,"
"358"	"patient.drugs.drug.route_of_administrations.route_of_administration"	"0.466766616691654"	"intravenous (iv) ,NA ,oral ,"
"359"	"patient.drugs.drug.therapy_ongoing"	"0.674662668665667"	"NA ,no ,yes ,"
"360"	"patient.drugs.drug.therapy_types.therapy_type"	"0.637181409295352"	"chemotherapy ,NA ,other, specify ,targeted molecular therapy ,"
"361"	"patient.drugs.drug.therapy_types.therapy_type_notes"	"1"	"ancillary ,NA ,"
"363"	"patient.drugs.drug.total_dose_units"	"0.396554671997684"	"mg ,NA ,"
"364"	"patient.drugs.drug.tx_on_clinical_trial"	"0.592574454635021"	"NA ,no ,"
"365"	"patient.drugs.drug.year_of_form_completion"	"1"	"2010 ,2011 ,2012 ,2013 ,NA ,"
"366"	"patient.ethnicity"	"1"	"hispanic or latino ,NA ,not hispanic or latino ,"
"371"	"patient.follow_ups.follow_up.2.days_to_death"	"1"	"1201 ,334 ,512 ,524 ,NA ,"
"373"	"patient.follow_ups.follow_up.2.followup_case_report_form_submission_reason"	"0.561219390304848"	"additional new tumor event ,NA ,scheduled follow-up submission ,"
"374"	"patient.follow_ups.follow_up.2.followup_treatment_success"	"1"	"complete remission/response ,NA ,progressive disease ,"
"375"	"patient.follow_ups.follow_up.2.lost_follow_up"	"1"	"NA ,no ,"
"376"	"patient.follow_ups.follow_up.2.month_of_form_completion"	"0.63568215892054"	"1 ,12 ,2 ,3 ,4 ,6 ,8 ,NA ,"
"377"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event.additional_pharmaceutical_therapy"	"1"	"NA ,yes ,"
"378"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event.additional_radiation_therapy"	"1"	"NA ,no ,"
"379"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event.days_to_new_tumor_event_additional_surgery_procedure"	"1"	"869 ,NA ,"
"380"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event.days_to_new_tumor_event_after_initial_treatment"	"1"	"30 ,368 ,461 ,660 ,695 ,846 ,NA ,"
"381"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event.new_neoplasm_event_type"	"1"	"locoregional disease ,NA ,"
"382"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event.new_tumor_event_additional_surgery_procedure"	"1"	"NA ,no ,yes ,"
"384"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event.site_of_additional_surgery_new_tumor_event_mets"	"1"	"liver ,NA ,"
"385"	"patient.follow_ups.follow_up.2.new_tumor_events.new_tumor_event_after_initial_treatment"	"0.59720139930035"	"NA ,no ,yes ,"
"386"	"patient.follow_ups.follow_up.2.person_neoplasm_cancer_status"	"0.621189405297351"	"NA ,tumor free ,with tumor ,"
"387"	"patient.follow_ups.follow_up.2.postoperative_rx_tx"	"0.284357821089455"	"NA ,no ,yes ,"
"388"	"patient.follow_ups.follow_up.2.primary_therapy_outcome_success"	"1"	"complete remission/response ,NA ,"
"389"	"patient.follow_ups.follow_up.2.radiation_therapy"	"0.516741629185407"	"NA ,no ,yes ,"
"390"	"patient.follow_ups.follow_up.2.vital_status"	"0.636181909045477"	"alive ,dead ,NA ,"
"391"	"patient.follow_ups.follow_up.2.year_of_form_completion"	"0.631184407796102"	"2011 ,2012 ,2013 ,2014 ,NA ,"
"392"	"patient.follow_ups.follow_up.3.bcr_followup_barcode"	"1"	"NA ,tcga-af-2689-f34721 ,tcga-af-3911-f39018 ,tcga-af-3914-f41483 ,tcga-f5-6571-f53534 ,"
"393"	"patient.follow_ups.follow_up.3.bcr_followup_uuid"	"1"	"30bf5d9d-16c0-4348-a146-d06c856fd8fb ,7e2dae1d-5040-4d17-b55d-9f67d65ff61c ,a2043fb3-cf3d-4c8a-86f7-b8395dca9b03 ,e26202aa-e4b0-4ee7-a8ca-4ed7109d9da2 ,NA ,"
"394"	"patient.follow_ups.follow_up.3.day_of_form_completion"	"1"	"11 ,12 ,19 ,30 ,NA ,"
"395"	"patient.follow_ups.follow_up.3.days_to_death"	"1"	"1201 ,NA ,"
"396"	"patient.follow_ups.follow_up.3.days_to_last_followup"	"1"	"1146 ,1148 ,952 ,NA ,"
"397"	"patient.follow_ups.follow_up.3.followup_case_report_form_submission_reason"	"1"	"additional new tumor event ,NA ,scheduled follow-up submission ,"
"398"	"patient.follow_ups.follow_up.3.followup_treatment_success"	"1"	"complete remission/response ,NA ,progressive disease ,"
"399"	"patient.follow_ups.follow_up.3.lost_follow_up"	"1"	"NA ,no ,"
"400"	"patient.follow_ups.follow_up.3.month_of_form_completion"	"1"	"1 ,12 ,3 ,8 ,NA ,"
"401"	"patient.follow_ups.follow_up.3.new_tumor_events.new_tumor_event.additional_pharmaceutical_therapy"	"1"	"NA ,no ,yes ,"
"402"	"patient.follow_ups.follow_up.3.new_tumor_events.new_tumor_event.additional_radiation_therapy"	"1"	"NA ,no ,"
"403"	"patient.follow_ups.follow_up.3.new_tumor_events.new_tumor_event.days_to_new_tumor_event_additional_surgery_procedure"	"1"	"723 ,NA ,"
"404"	"patient.follow_ups.follow_up.3.new_tumor_events.new_tumor_event.days_to_new_tumor_event_after_initial_treatment"	"1"	"1020 ,1134 ,692 ,846 ,NA ,"
"405"	"patient.follow_ups.follow_up.3.new_tumor_events.new_tumor_event.new_neoplasm_event_type"	"1"	"metastatic ,NA ,"
"406"	"patient.follow_ups.follow_up.3.new_tumor_events.new_tumor_event.new_tumor_event_additional_surgery_procedure"	"1"	"NA ,no ,yes ,"
"407"	"patient.follow_ups.follow_up.3.new_tumor_events.new_tumor_event.residual_disease_post_new_tumor_event_margin_status"	"1"	"NA ,r0 ,"
"408"	"patient.follow_ups.follow_up.3.new_tumor_events.new_tumor_event.site_of_additional_surgery_new_tumor_event_mets"	"1"	"NA ,other ,"
"409"	"patient.follow_ups.follow_up.3.new_tumor_events.new_tumor_event_after_initial_treatment"	"1"	"NA ,yes ,"
"410"	"patient.follow_ups.follow_up.3.person_neoplasm_cancer_status"	"1"	"NA ,tumor free ,with tumor ,"
"411"	"patient.follow_ups.follow_up.3.postoperative_rx_tx"	"1"	"NA ,no ,yes ,"
"412"	"patient.follow_ups.follow_up.3.primary_therapy_outcome_success"	"1"	"complete remission/response ,NA ,"
"413"	"patient.follow_ups.follow_up.3.radiation_therapy"	"1"	"NA ,no ,yes ,"
"414"	"patient.follow_ups.follow_up.3.vital_status"	"1"	"alive ,dead ,NA ,"
"415"	"patient.follow_ups.follow_up.3.year_of_form_completion"	"1"	"2012 ,2013 ,NA ,"
"416"	"patient.follow_ups.follow_up.4.bcr_followup_barcode"	"1"	"NA ,tcga-af-2689-f34761 ,"
"417"	"patient.follow_ups.follow_up.4.bcr_followup_uuid"	"1"	"836c3d65-5ad5-41bb-9be8-5d3b9cf0024c ,NA ,"
"418"	"patient.follow_ups.follow_up.4.day_of_form_completion"	"1"	"30 ,NA ,"
"419"	"patient.follow_ups.follow_up.4.days_to_death"	"1"	"1201 ,NA ,"
"421"	"patient.follow_ups.follow_up.4.followup_case_report_form_submission_reason"	"1"	"additional new tumor event ,NA ,"
"422"	"patient.follow_ups.follow_up.4.followup_treatment_success"	"1"	"NA ,progressive disease ,"
"423"	"patient.follow_ups.follow_up.4.lost_follow_up"	"1"	"NA ,no ,"
"424"	"patient.follow_ups.follow_up.4.month_of_form_completion"	"1"	"8 ,NA ,"
"425"	"patient.follow_ups.follow_up.4.new_tumor_events.new_tumor_event.additional_pharmaceutical_therapy"	"1"	"NA ,no ,"
"426"	"patient.follow_ups.follow_up.4.new_tumor_events.new_tumor_event.additional_radiation_therapy"	"1"	"NA ,no ,"
"428"	"patient.follow_ups.follow_up.4.new_tumor_events.new_tumor_event.days_to_new_tumor_event_after_initial_treatment"	"1"	"1134 ,NA ,"
"430"	"patient.follow_ups.follow_up.4.new_tumor_events.new_tumor_event.new_tumor_event_additional_surgery_procedure"	"1"	"NA ,no ,"
"433"	"patient.follow_ups.follow_up.4.new_tumor_events.new_tumor_event_after_initial_treatment"	"1"	"NA ,yes ,"
"434"	"patient.follow_ups.follow_up.4.person_neoplasm_cancer_status"	"1"	"NA ,with tumor ,"
"438"	"patient.follow_ups.follow_up.4.vital_status"	"1"	"dead ,NA ,"
"439"	"patient.follow_ups.follow_up.4.year_of_form_completion"	"1"	"2012 ,NA ,"
"445"	"patient.follow_ups.follow_up.followup_case_report_form_submission_reason"	"0.662289687255182"	"NA ,scheduled follow-up submission ,"
"446"	"patient.follow_ups.follow_up.followup_treatment_success"	"1"	"complete remission/response ,NA ,partial remission/response ,progressive disease ,"
"447"	"patient.follow_ups.follow_up.lost_follow_up"	"0.664167916041979"	"NA ,no ,yes ,"
"449"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.additional_pharmaceutical_therapy"	"0.32783608195902"	"NA ,no ,yes ,"
"450"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.additional_radiation_therapy"	"0.371314342828586"	"NA ,no ,yes ,"
"451"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.days_to_new_tumor_event_additional_surgery_procedure"	"1"	"127 ,150 ,304 ,396 ,818 ,NA ,"
"453"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.new_neoplasm_event_type"	"1"	"locoregional disease ,metastatic ,NA ,"
"454"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.new_tumor_event_additional_surgery_procedure"	"0.598700649675162"	"NA ,no ,yes ,"
"455"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.residual_disease_post_new_tumor_event_margin_status"	"1"	"NA ,r0 ,rx ,"
"456"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event.site_of_additional_surgery_new_tumor_event_mets"	"1"	"liver ,NA ,other ,"
"457"	"patient.follow_ups.follow_up.new_tumor_events.new_tumor_event_after_initial_treatment"	"1"	"NA ,no ,yes ,"
"458"	"patient.follow_ups.follow_up.person_neoplasm_cancer_status"	"0.585707146426787"	"NA ,tumor free ,with tumor ,"
"459"	"patient.follow_ups.follow_up.postoperative_rx_tx"	"0.775612193903048"	"NA ,no ,yes ,"
"460"	"patient.follow_ups.follow_up.primary_therapy_outcome_success"	"0.699650174912544"	"complete remission/response ,NA ,partial remission/response ,progressive disease ,"
"461"	"patient.follow_ups.follow_up.radiation_therapy"	"0.809595202398801"	"NA ,no ,yes ,"
"462"	"patient.follow_ups.follow_up.vital_status"	"0.650174912543728"	"alive ,dead ,NA ,"
"463"	"patient.follow_ups.follow_up.year_of_form_completion"	"0.91904047976012"	"2010 ,2011 ,2012 ,2013 ,2014 ,NA ,"
"464"	"patient.gender"	"0.222134747649334"	"female ,male ,"
"466"	"patient.histological_type"	"0.141929035482259"	"NA ,rectal adenocarcinoma ,rectal mucinous adenocarcinoma ,"
"467"	"patient.history_of_colon_polyps"	"0.39480259870065"	"NA ,no ,yes ,"
"469"	"patient.icd_10"	"0.731134432783608"	"c19 ,c20 ,NA ,"
"470"	"patient.icd_o_3_histology"	"0.370814592703648"	"8140/3 ,8480/3 ,NA ,"
"471"	"patient.icd_o_3_site"	"0.741629185407296"	"c19.9 ,c20.9 ,NA ,"
"473"	"patient.kras_gene_analysis_performed"	"0.023488255872064"	"NA ,no ,yes ,"
"474"	"patient.kras_mutation_codon"	"0.000999500249875062"	"12 ,13 ,61 ,NA ,"
"475"	"patient.kras_mutation_found"	"0.00199900049975012"	"NA ,no ,yes ,"
"476"	"patient.loss_expression_of_mismatch_repair_proteins_by_ihc"	"0.520739630184908"	"NA ,no ,yes ,"
"477"	"patient.loss_expression_of_mismatch_repair_proteins_by_ihc_results.loss_expression_of_mismatch_repair_proteins_by_ihc_result"	"1"	"mlh1 expressed ,mlh1 not expressed ,NA ,"
"478"	"patient.loss_expression_of_mismatch_repair_proteins_by_ihc_results.loss_expression_of_mismatch_repair_proteins_by_ihc_result.2"	"1"	"msh2 expressed ,msh2 not expressed ,NA ,"
"479"	"patient.loss_expression_of_mismatch_repair_proteins_by_ihc_results.loss_expression_of_mismatch_repair_proteins_by_ihc_result.3"	"1"	"NA ,pms2 expressed ,pms2 not expressed ,"
"480"	"patient.loss_expression_of_mismatch_repair_proteins_by_ihc_results.loss_expression_of_mismatch_repair_proteins_by_ihc_result.4"	"1"	"msh6 expressed ,msh6 not expressed ,NA ,"
"482"	"patient.lymphatic_invasion"	"0.169415292353823"	"NA ,no ,yes ,"
"483"	"patient.microsatellite_instability"	"1"	"NA ,no ,"
"485"	"patient.new_tumor_events.new_tumor_event.additional_pharmaceutical_therapy"	"1"	"NA ,yes ,"
"486"	"patient.new_tumor_events.new_tumor_event.additional_radiation_therapy"	"1"	"NA ,yes ,"
"487"	"patient.new_tumor_events.new_tumor_event.days_to_new_tumor_event_additional_surgery_procedure"	"1"	"1458 ,NA ,"
"488"	"patient.new_tumor_events.new_tumor_event.days_to_new_tumor_event_after_initial_treatment"	"1"	"1217 ,NA ,"
"489"	"patient.new_tumor_events.new_tumor_event.new_neoplasm_event_type"	"1"	"locoregional disease ,NA ,"
"490"	"patient.new_tumor_events.new_tumor_event.new_tumor_event_additional_surgery_procedure"	"1"	"NA ,yes ,"
"491"	"patient.new_tumor_events.new_tumor_event.residual_disease_post_new_tumor_event_margin_status"	"1"	"NA ,r1 ,"
"493"	"patient.new_tumor_events.new_tumor_event_after_initial_treatment"	"1"	"NA ,no ,yes ,"
"494"	"patient.non_nodal_tumor_deposits"	"0.383308345827086"	"NA ,no ,yes ,"
"495"	"patient.number_of_abnormal_loci"	"1"	"0 ,NA ,"
"496"	"patient.number_of_first_degree_relatives_with_cancer_diagnosis"	"0.652173913043478"	"0 ,1 ,2 ,NA ,"
"497"	"patient.number_of_loci_tested"	"1"	"0 ,4 ,5 ,6 ,NA ,"
"499"	"patient.number_of_lymphnodes_positive_by_ihc"	"1"	"0 ,00 ,NA ,"
"501"	"patient.perineural_invasion_present"	"0.0569715142428786"	"NA ,no ,yes ,"
"502"	"patient.person_neoplasm_cancer_status"	"0.614192903548226"	"NA ,tumor free ,with tumor ,"
"503"	"patient.postoperative_rx_tx"	"1"	"NA ,no ,yes ,"
"505"	"patient.primary_lymph_node_presentation_assessment"	"1"	"NA ,no ,yes ,"
"506"	"patient.primary_therapy_outcome_success"	"1"	"complete remission/response ,NA ,"
"507"	"patient.prior_dx"	"0.495093373243171"	"no ,yes ,"
"508"	"patient.race"	"0.592203898050975"	"asian ,black or african american ,NA ,white ,"
"509"	"patient.radiation_therapy"	"1"	"NA ,no ,yes ,"
"511"	"patient.radiations.radiation.2.anatomic_treatment_site"	"1"	"NA ,primary tumor field ,"
"512"	"patient.radiations.radiation.2.bcr_radiation_barcode"	"1"	"NA ,tcga-af-2692-r9920 ,"
"513"	"patient.radiations.radiation.2.bcr_radiation_uuid"	"1"	"94bd837c-1105-4e0c-b84c-b5392c7ebc8b ,NA ,"
"514"	"patient.radiations.radiation.2.course_number"	"1"	"1 ,NA ,"
"515"	"patient.radiations.radiation.2.day_of_form_completion"	"1"	"21 ,NA ,"
"516"	"patient.radiations.radiation.2.days_to_radiation_therapy_end"	"1"	"385 ,NA ,"
"517"	"patient.radiations.radiation.2.days_to_radiation_therapy_start"	"1"	"350 ,NA ,"
"519"	"patient.radiations.radiation.2.month_of_form_completion"	"1"	"12 ,NA ,"
"520"	"patient.radiations.radiation.2.numfractions"	"1"	"25 ,NA ,"
"521"	"patient.radiations.radiation.2.radiation_dosage"	"1"	"5000 ,NA ,"
"522"	"patient.radiations.radiation.2.radiation_treatment_ongoing"	"1"	"NA ,no ,"
"523"	"patient.radiations.radiation.2.radiation_type"	"1"	"external beam ,NA ,"
"525"	"patient.radiations.radiation.2.regimen_indication"	"1"	"NA ,recurrence ,"
"527"	"patient.radiations.radiation.2.units"	"1"	"cgy ,NA ,"
"528"	"patient.radiations.radiation.2.year_of_form_completion"	"1"	"2010 ,NA ,"
"529"	"patient.radiations.radiation.anatomic_treatment_site"	"1"	"distant recurrence ,distant site ,NA ,primary tumor field ,"
"532"	"patient.radiations.radiation.course_number"	"1"	"1 ,NA ,"
"533"	"patient.radiations.radiation.day_of_form_completion"	"1"	"11 ,13 ,21 ,27 ,28 ,3 ,4 ,9 ,NA ,"
"536"	"patient.radiations.radiation.measure_of_response"	"1"	"complete response ,NA ,"
"537"	"patient.radiations.radiation.month_of_form_completion"	"1"	"10 ,11 ,12 ,2 ,4 ,5 ,6 ,NA ,"
"538"	"patient.radiations.radiation.numfractions"	"1"	"14 ,23 ,28 ,30 ,NA ,"
"539"	"patient.radiations.radiation.radiation_dosage"	"1"	"3500 ,41 ,4140 ,50 ,5040 ,5400 ,63 ,NA ,"
"540"	"patient.radiations.radiation.radiation_treatment_ongoing"	"1"	"NA ,no ,yes ,"
"541"	"patient.radiations.radiation.radiation_type"	"1"	"external ,external beam ,NA ,"
"543"	"patient.radiations.radiation.regimen_indication"	"1"	"adjuvant ,NA ,palliative ,"
"545"	"patient.radiations.radiation.units"	"1"	"cgy ,gy ,NA ,"
"546"	"patient.radiations.radiation.year_of_form_completion"	"1"	"2010 ,2011 ,2012 ,2013 ,NA ,"
"547"	"patient.residual_tumor"	"0.376311844077961"	"NA ,r0 ,r1 ,r2 ,rx ,"
"561"	"patient.stage_event.system_version"	"1"	"5th ,6th ,7th ,NA ,"
"565"	"patient.stage_event.tnm_categories.pathologic_categories.pathologic_m"	"0.0194902548725637"	"m0 ,m1 ,m1a ,mx ,NA ,"
"566"	"patient.stage_event.tnm_categories.pathologic_categories.pathologic_n"	"0.320839580209895"	"n0 ,n1 ,n1a ,n1b ,n1c ,n2 ,n2a ,n2b ,NA ,nx ,"
"567"	"patient.stage_event.tnm_categories.pathologic_categories.pathologic_t"	"0.849075462268866"	"NA ,t1 ,t2 ,t3 ,t4 ,t4a ,t4b ,"
"568"	"patient.synchronous_colon_cancer_present"	"0.579710144927536"	"NA ,no ,yes ,"
"569"	"patient.tissue_prospective_collection_indicator"	"0.733633183408296"	"NA ,no ,yes ,"
"570"	"patient.tissue_retrospective_collection_indicator"	"0.72463768115942"	"NA ,no ,yes ,"
"572"	"patient.tumor_tissue_site"	"0.102934326967862"	"NA ,rectum ,"
"573"	"patient.venous_invasion"	"0.128435782108946"	"NA ,no ,yes ,"
"574"	"patient.vital_status"	"0.431037262169245"	"alive ,dead ,"
"2752"	"SNP"	"3.74963519611694e-10"	"0 ,1 ,"
"2753"	"age2"	"1"	"0 ,1 ,"
